Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Age_group
40,No,Non-Travel,Sales,3,2,Life Sciences,1,3.0,Male,2,1,Sales Executive,3.0,Divorced,43420,3.0,Y,11,3,8,1,11.0,6,4.0,8,0,7,31-40
31,No,Travel_Rarely,Research & Development,16,3,Medical,1,1.0,Male,3,2,Human Resources,4.0,Divorced,27820,1.0,Y,19,3,8,1,13.0,5,3.0,13,9,9,31-40
46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,1.0,Male,3,1,Manufacturing Director,4.0,Divorced,59800,4.0,Y,11,3,8,1,28.0,2,4.0,7,4,3,41-50
39,Yes,Non-Travel,Research & Development,2,4,Medical,1,1.0,Male,2,2,Manufacturing Director,1.0,Single,43810,2.0,Y,15,3,8,2,11.0,1,4.0,1,0,0,31-40
31,Yes,Travel_Frequently,Sales,2,3,Medical,1,3.0,Male,3,2,Sales Executive,2.0,Single,25720,1.0,Y,13,3,8,3,10.0,3,3.0,10,4,7,31-40
45,No,Travel_Rarely,Sales,10,2,Marketing,1,2.0,Male,3,1,Sales Executive,1.0,Divorced,38330,2.0,Y,14,3,8,0,24.0,1,3.0,7,0,7,41-50
31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,4.0,Male,3,3,Human Resources,2.0,Single,42440,9.0,Y,13,3,8,0,8.0,3,3.0,3,0,2,31-40
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,2.0,Male,3,1,Laboratory Technician,4.0,Married,65000,6.0,Y,23,4,8,1,7.0,5,1.0,2,2,2,31-40
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2.0,Female,3,1,Research Scientist,4.0,Married,184300,4.0,Y,12,3,8,1,10.0,5,4.0,3,1,2,41-50
48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,3.0,Male,3,2,Research Scientist,1.0,Divorced,16010,4.0,Y,12,3,8,0,15.0,3,3.0,2,2,2,41-50
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,1.0,Male,3,2,Research Scientist,3.0,Married,26940,1.0,Y,16,3,8,1,2.0,3,3.0,2,2,2,31-40
40,No,Non-Travel,Research & Development,25,4,Other,1,4.0,Female,2,1,Sales Executive,2.0,Divorced,31490,2.0,Y,15,3,8,1,16.0,1,3.0,9,4,8,31-40
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,4.0,Female,3,1,Research Scientist,1.0,Single,176390,0.0,Y,13,3,8,1,6.0,0,3.0,5,1,3,21-30
44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,3.0,Male,2,1,Laboratory Technician,3.0,Single,23190,3.0,Y,18,3,8,0,7.0,4,3.0,5,0,3,41-50
53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,4.0,Male,3,2,Manager,2.0,Single,116910,4.0,Y,20,4,8,0,35.0,2,2.0,9,8,8,51-60
49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1.0,Male,1,3,Laboratory Technician,3.0,Married,53240,2.0,Y,19,3,8,0,20.0,2,2.0,3,1,2,41-50
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3.0,Male,3,3,Laboratory Technician,3.0,Divorced,167520,2.0,Y,18,3,8,1,8.0,3,4.0,3,1,2,31-40
44,No,Travel_Rarely,Research & Development,5,1,Other,1,4.0,Male,4,3,Research Scientist,2.0,Single,52280,1.0,Y,13,3,8,0,6.0,2,2.0,5,1,3,41-50
33,No,Travel_Frequently,Human Resources,10,3,Medical,1,4.0,Female,3,2,Sales Executive,1.0,Married,27000,0.0,Y,14,3,8,3,5.0,2,3.0,4,0,3,31-40
34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,4.0,Female,3,1,Sales Representative,1.0,Single,192460,3.0,Y,15,3,8,1,15.0,5,3.0,13,3,12,31-40
30,No,Travel_Rarely,Sales,1,2,Technical Degree,1,4.0,Male,3,1,Laboratory Technician,3.0,Married,25060,8.0,Y,22,4,8,0,4.0,3,2.0,2,2,2,21-30
42,No,Travel_Frequently,Research & Development,8,4,Medical,1,1.0,Female,3,1,Sales Executive,4.0,Single,60620,1.0,Y,22,4,8,2,12.0,2,3.0,12,5,8,41-50
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,1,1.0,Female,3,5,Manufacturing Director,3.0,Married,43820,7.0,Y,16,3,8,2,11.0,2,2.0,1,0,0,41-50
30,No,Non-Travel,Research & Development,8,3,Life Sciences,1,3.0,Male,3,1,Manufacturing Director,3.0,Divorced,21430,1.0,Y,17,3,8,1,1.0,2,2.0,1,0,0,21-30
57,No,Travel_Rarely,Sales,2,1,Life Sciences,1,2.0,Male,2,3,Research Scientist,3.0,Married,61620,0.0,Y,14,3,8,0,13.0,5,2.0,12,2,8,51-60
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,3.0,Female,3,2,Sales Executive,2.0,Divorced,50940,3.0,Y,15,3,8,0,29.0,5,3.0,8,0,7,41-50
34,No,Travel_Frequently,Research & Development,2,4,Medical,1,2.0,Female,3,2,Sales Representative,1.0,Divorced,68770,7.0,Y,20,4,8,0,16.0,3,2.0,14,6,9,31-40
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,1.0,Male,3,1,Research Scientist,3.0,Married,22740,3.0,Y,20,4,8,1,5.0,5,4.0,3,1,2,21-30
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,1,1.0,Female,3,5,Research Scientist,2.0,Single,44340,5.0,Y,17,3,8,3,7.0,1,1.0,5,0,0,21-30
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,1,1.0,Male,3,1,Research Scientist,2.0,Single,62880,0.0,Y,15,3,8,1,16.0,2,4.0,15,10,10,31-40
35,No,Travel_Rarely,Sales,7,4,Other,1,4.0,Female,2,4,Healthcare Representative,3.0,Married,25530,1.0,Y,14,3,8,1,1.0,4,3.0,1,0,0,31-40
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,1,2.0,Male,2,2,Research Scientist,1.0,Single,76540,2.0,Y,17,3,8,1,4.0,3,2.0,0,0,0,21-30
24,No,Non-Travel,Research & Development,10,3,Life Sciences,1,4.0,Female,1,2,Manager,2.0,Married,51600,1.0,Y,17,3,8,1,1.0,3,3.0,1,0,0,21-30
44,No,Travel_Frequently,Research & Development,5,2,Medical,1,2.0,Female,2,2,Research Scientist,3.0,Single,171590,5.0,Y,22,4,8,1,16.0,1,2.0,2,2,2,41-50
29,No,Travel_Rarely,Sales,10,2,Life Sciences,1,3.0,Female,3,1,Sales Executive,3.0,Divorced,128080,1.0,Y,13,3,8,0,10.0,6,3.0,10,0,4,21-30
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3.0,Male,3,3,Sales Executive,3.0,Divorced,102210,0.0,Y,19,3,8,1,6.0,2,4.0,5,1,3,21-30
55,No,Travel_Rarely,Sales,20,3,Marketing,1,4.0,Male,3,2,Research Scientist,3.0,Married,47790,0.0,Y,14,3,8,1,4.0,6,3.0,3,1,2,51-60
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1.0,Male,3,2,Research Scientist,2.0,Married,37370,8.0,Y,22,4,8,2,8.0,2,3.0,5,0,2,31-40
47,No,Travel_Rarely,Research & Development,8,4,Medical,1,3.0,Female,2,2,Sales Representative,3.0,Married,23660,3.0,Y,17,3,8,0,11.0,5,2.0,5,1,2,41-50
28,Yes,Travel_Frequently,Sales,1,3,Marketing,1,3.0,Male,3,2,Laboratory Technician,1.0,Single,17060,7.0,Y,12,3,8,0,8.0,3,2.0,0,0,0,21-30
28,No,Travel_Rarely,Sales,8,4,Marketing,1,1.0,Male,2,1,Laboratory Technician,3.0,Divorced,163070,1.0,Y,16,3,8,0,1.0,3,1.0,1,0,0,21-30
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,3.0,Female,3,2,Sales Executive,1.0,Single,59330,0.0,Y,11,3,8,0,5.0,3,3.0,4,1,3,21-30
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,3.0,Female,3,1,Research Scientist,1.0,Married,34240,4.0,Y,11,3,8,0,10.0,3,3.0,3,1,2,41-50
29,No,Travel_Frequently,Research & Development,8,1,Medical,1,4.0,Male,1,1,Research Scientist,2.0,Married,40370,0.0,Y,14,3,8,0,4.0,2,3.0,3,0,2,21-30
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,3.0,Male,2,2,Laboratory Technician,2.0,Married,25590,1.0,Y,11,3,8,0,8.0,3,2.0,8,1,7,21-30
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,4.0,Female,2,1,Sales Executive,3.0,Single,62010,2.0,Y,15,3,8,3,14.0,2,3.0,0,0,0,31-40
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3.0,Female,2,3,Laboratory Technician,4.0,Single,44030,2.0,Y,20,4,8,0,10.0,3,4.0,5,0,0,31-40
54,No,Travel_Frequently,Sales,10,3,Life Sciences,1,2.0,Female,2,4,Research Scientist,4.0,Divorced,37610,3.0,Y,12,3,8,0,26.0,3,3.0,14,1,12,51-60
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1.0,Female,3,2,Research Scientist,1.0,Single,109340,6.0,Y,17,3,8,2,11.0,2,1.0,9,0,7,21-30
44,No,Travel_Rarely,Sales,26,1,Marketing,1,4.0,Male,2,1,Sales Representative,1.0,Married,107610,3.0,Y,11,3,8,1,24.0,5,4.0,20,14,17,41-50
39,No,Travel_Rarely,Sales,6,1,Technical Degree,1,2.0,Female,4,2,Laboratory Technician,2.0,Single,51750,4.0,Y,17,3,8,1,9.0,2,3.0,2,2,2,31-40
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3.0,Male,2,3,Manufacturing Director,2.0,Married,138260,8.0,Y,11,3,8,0,23.0,1,4.0,13,5,1,41-50
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,4.0,Male,4,2,Research Scientist,2.0,Single,63340,1.0,Y,14,3,8,0,11.0,2,1.0,11,3,3,31-40
23,No,Travel_Rarely,Research & Development,2,4,Medical,1,1.0,Female,2,2,Manager,3.0,Single,49360,0.0,Y,19,3,8,1,5.0,2,3.0,4,1,2,21-30
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,4.0,Male,4,2,Research Director,1.0,Single,47750,3.0,Y,15,3,8,1,15.0,3,1.0,5,1,0,31-40
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,4.0,Male,3,2,Manufacturing Director,3.0,Married,28180,1.0,Y,13,3,8,1,10.0,2,3.0,10,8,6,31-40
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,1,4.0,Female,2,2,Healthcare Representative,3.0,Single,25150,1.0,Y,14,3,8,0,7.0,3,1.0,7,7,7,31-40
50,No,Travel_Frequently,Research & Development,6,3,Medical,1,3.0,Male,2,1,Manager,4.0,Single,23420,1.0,Y,12,3,8,1,32.0,2,3.0,32,13,9,41-50
34,No,Travel_Rarely,Sales,25,5,Marketing,1,2.0,Female,3,1,Research Scientist,3.0,Married,41940,0.0,Y,17,3,8,2,12.0,3,3.0,11,5,7,31-40
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3.0,Female,3,1,Manufacturing Director,2.0,Married,106850,4.0,Y,11,3,8,3,4.0,2,3.0,1,0,0,41-50
37,No,Travel_Rarely,Research & Development,2,2,Medical,1,1.0,Male,3,1,Research Scientist,4.0,Married,20220,1.0,Y,12,3,8,0,10.0,1,3.0,10,3,7,31-40
29,No,Travel_Rarely,Research & Development,1,3,Medical,1,3.0,Female,4,1,Manager,1.0,Married,23140,3.0,Y,13,3,8,0,9.0,5,3.0,7,0,7,21-30
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,4.0,Male,3,1,Research Scientist,2.0,Single,42560,1.0,Y,13,3,8,3,5.0,1,3.0,5,0,2,31-40
45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,4.0,Male,2,3,Laboratory Technician,4.0,Married,35800,4.0,Y,20,4,8,1,8.0,1,3.0,5,0,3,41-50
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,1,4.0,Male,3,2,Manufacturing Director,4.0,Married,31620,2.0,Y,17,3,8,2,24.0,1,1.0,20,13,9,41-50
40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,1.0,Female,4,1,Manufacturing Director,1.0,Married,65240,0.0,Y,13,3,8,1,9.0,2,4.0,8,7,1,31-40
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,2.0,Female,2,2,Manufacturing Director,3.0,Married,28990,1.0,Y,17,3,8,0,15.0,3,3.0,15,5,7,31-40
40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,3.0,Male,3,1,Manufacturing Director,,Single,52310,1.0,Y,12,3,8,2,21.0,4,3.0,21,7,7,31-40
24,No,Travel_Rarely,Sales,10,2,Marketing,1,3.0,Male,3,1,Manufacturing Director,1.0,Divorced,23560,0.0,Y,13,3,8,0,2.0,5,3.0,1,0,0,21-30
40,No,Non-Travel,Research & Development,7,3,Medical,1,4.0,Male,2,1,Research Scientist,4.0,Divorced,28000,3.0,Y,12,3,8,2,8.0,0,3.0,2,2,2,31-40
45,No,Travel_Rarely,Research & Development,4,3,Medical,1,1.0,Female,4,3,Laboratory Technician,2.0,Divorced,118360,1.0,Y,22,4,8,0,10.0,2,3.0,10,7,7,41-50
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,2.0,Male,4,1,Healthcare Representative,3.0,Married,109030,0.0,Y,11,3,8,0,6.0,3,3.0,5,4,2,31-40
32,No,Travel_Rarely,Research & Development,22,4,Medical,1,4.0,Male,4,1,Sales Executive,2.0,Married,29730,3.0,Y,22,4,8,0,12.0,0,3.0,7,2,5,31-40
36,No,Travel_Rarely,Sales,9,3,Marketing,1,3.0,Female,2,4,Research Scientist,4.0,Single,142750,3.0,Y,18,3,8,1,7.0,5,2.0,3,1,2,31-40
48,No,Travel_Rarely,Research & Development,12,4,Medical,1,3.0,Male,3,1,Laboratory Technician,3.0,Divorced,55620,8.0,Y,13,3,8,1,18.0,2,3.0,8,7,7,41-50
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3.0,Female,4,2,Healthcare Representative,3.0,Married,45370,6.0,Y,18,3,8,1,5.0,5,2.0,1,0,0,21-30
33,No,Travel_Rarely,Research & Development,9,1,Medical,1,1.0,Male,2,1,Healthcare Representative,1.0,Married,76420,2.0,Y,20,4,8,1,8.0,2,1.0,2,2,2,31-40
30,Yes,Travel_Rarely,Research & Development,1,3,Other,1,2.0,Male,3,3,Sales Executive,1.0,Married,179240,1.0,Y,13,3,8,2,10.0,2,3.0,10,6,7,21-30
38,No,Travel_Frequently,Sales,9,3,Marketing,1,3.0,Male,3,1,Manufacturing Director,3.0,Married,52040,3.0,Y,13,3,8,1,10.0,2,3.0,6,1,2,31-40
35,No,Travel_Rarely,Sales,7,2,Life Sciences,1,4.0,Male,3,1,Sales Executive,1.0,Single,22770,1.0,Y,12,3,8,1,3.0,2,3.0,3,1,2,31-40
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,3.0,Male,3,5,Research Director,2.0,Married,27950,3.0,Y,13,3,8,0,9.0,4,3.0,4,1,3,21-30
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,1.0,Female,1,1,Research Scientist,1.0,Divorced,25320,1.0,Y,13,3,8,0,1.0,2,3.0,1,0,0,31-40
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,3.0,Male,3,2,Manager,4.0,Married,25590,0.0,Y,25,4,8,0,34.0,2,3.0,33,1,9,51-60
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,3.0,Female,2,3,Sales Executive,2.0,Married,49080,4.0,Y,19,3,8,1,7.0,3,3.0,5,1,4,31-40
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,4.0,Female,3,5,Research Scientist,1.0,Married,23800,4.0,Y,13,3,8,0,9.0,5,2.0,6,1,2,31-40
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,3.0,Male,3,1,Sales Executive,1.0,Married,47650,8.0,Y,12,3,8,1,10.0,4,2.0,8,7,6,41-50
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1.0,Male,3,2,Sales Executive,4.0,Single,20440,1.0,Y,11,3,8,0,1.0,2,1.0,1,0,0,31-40
55,No,Travel_Rarely,Research & Development,11,1,Medical,1,3.0,Female,2,1,Laboratory Technician,4.0,Married,26930,1.0,Y,18,3,8,0,36.0,6,3.0,36,2,13,51-60
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2.0,Male,3,2,Research Scientist,4.0,Married,65860,9.0,Y,18,3,8,1,9.0,3,2.0,2,2,1,31-40
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1.0,Male,3,1,Research Director,4.0,Married,32940,1.0,Y,11,3,8,0,1.0,6,3.0,1,0,0,21-30
38,No,Travel_Rarely,Sales,14,2,Marketing,1,3.0,Female,4,1,Sales Executive,2.0,Married,41710,0.0,Y,23,4,8,0,10.0,4,3.0,9,7,7,31-40
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2.0,Female,2,1,Manufacturing Director,2.0,Single,27780,2.0,Y,13,3,8,0,8.0,5,4.0,3,1,2,31-40
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,2.0,Male,3,1,Research Scientist,3.0,Single,23770,6.0,Y,13,3,8,2,15.0,3,3.0,1,0,0,31-40
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2.0,Male,2,1,Sales Representative,1.0,Single,24040,1.0,Y,17,3,8,0,10.0,3,3.0,10,1,5,21-30
35,No,Travel_Rarely,Sales,12,2,Life Sciences,1,1.0,Female,4,2,Sales Executive,3.0,Single,23180,3.0,Y,19,3,8,0,10.0,4,3.0,5,0,4,31-40
39,No,Travel_Rarely,Sales,2,2,Medical,1,4.0,Female,3,1,Sales Executive,3.0,Married,20080,2.0,Y,12,3,8,0,11.0,3,3.0,7,7,6,31-40
29,No,Travel_Frequently,Research & Development,5,1,Medical,1,1.0,Female,3,1,Research Scientist,4.0,Divorced,62440,1.0,Y,22,4,8,0,6.0,3,4.0,6,1,3,21-30
50,No,Travel_Rarely,Research & Development,4,2,Medical,1,3.0,Female,1,1,Laboratory Technician,3.0,Married,27990,4.0,Y,12,3,8,1,27.0,0,3.0,1,0,0,41-50
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,4.0,Female,3,3,Manager,3.0,Married,105520,2.0,Y,11,3,8,0,4.0,2,3.0,2,2,2,21-30
36,No,Travel_Frequently,Sales,21,3,Life Sciences,1,1.0,Male,3,2,Human Resources,1.0,Married,23290,3.0,Y,15,3,8,0,9.0,2,3.0,3,0,2,31-40
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,4.0,Female,3,5,Manager,4.0,Single,40140,8.0,Y,13,3,8,1,24.0,3,3.0,1,0,1,41-50
35,No,Travel_Rarely,Sales,4,3,Medical,1,2.0,Female,3,2,Laboratory Technician,3.0,Married,74030,1.0,Y,12,3,8,1,10.0,4,2.0,10,6,8,31-40
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,4.0,Female,3,1,Manager,3.0,Married,22590,1.0,Y,14,3,8,0,8.0,2,2.0,8,7,7,31-40
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,4.0,Male,3,2,Laboratory Technician,1.0,Married,69320,1.0,Y,13,3,8,0,5.0,5,3.0,5,1,2,31-40
43,No,Travel_Rarely,Research & Development,1,1,Other,1,4.0,Male,4,1,Manager,2.0,Divorced,46780,5.0,Y,25,4,8,1,8.0,0,3.0,6,0,2,41-50
35,No,Travel_Rarely,Sales,6,3,Marketing,1,3.0,Female,2,3,Sales Representative,4.0,Married,135820,1.0,Y,17,3,8,1,1.0,3,2.0,1,0,1,31-40
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,4.0,Male,3,1,Laboratory Technician,1.0,Single,23320,1.0,Y,11,3,8,0,27.0,2,1.0,26,0,12,41-50
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,3.0,Female,3,2,Laboratory Technician,2.0,Married,24130,1.0,Y,16,3,8,1,,2,3.0,1,0,0,21-30
22,No,Non-Travel,Sales,17,2,Marketing,1,2.0,Male,2,3,Sales Executive,3.0,Married,97050,1.0,Y,18,3,8,2,4.0,3,2.0,4,1,3,21-30
50,No,Travel_Frequently,Research & Development,3,3,Other,1,2.0,Male,2,2,Research Scientist,3.0,Married,42940,2.0,Y,20,4,8,0,32.0,2,3.0,30,12,13,41-50
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2.0,Male,3,3,Research Scientist,4.0,Married,47210,3.0,Y,14,3,8,1,6.0,3,3.0,3,0,2,31-40
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,2.0,Male,3,3,Manager,4.0,Divorced,25190,0.0,Y,21,4,8,2,23.0,2,2.0,22,1,10,41-50
30,No,Travel_Rarely,Research & Development,4,3,Medical,1,2.0,Female,3,1,Research Director,2.0,Married,21210,1.0,Y,13,3,8,1,6.0,2,2.0,6,1,1,21-30
45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,3.0,Female,3,2,Research Scientist,1.0,Single,29730,1.0,Y,12,3,8,0,10.0,2,3.0,10,1,4,41-50
45,No,Non-Travel,Sales,2,4,Life Sciences,1,1.0,Male,2,2,Manufacturing Director,1.0,Married,58550,1.0,Y,14,3,8,1,10.0,3,3.0,10,4,5,41-50
31,No,Travel_Frequently,Research & Development,7,3,Medical,1,4.0,Male,3,2,Research Scientist,1.0,Single,36170,7.0,Y,21,4,8,1,10.0,5,3.0,5,0,3,31-40
36,No,Travel_Rarely,Research & Development,18,1,Medical,1,3.0,Male,3,2,Manufacturing Director,3.0,Married,67250,9.0,Y,17,3,8,1,7.0,3,3.0,3,1,1,31-40
34,No,Travel_Frequently,Sales,28,4,Marketing,1,3.0,Male,2,5,Manufacturing Director,4.0,Divorced,103250,1.0,Y,11,3,8,1,9.0,3,3.0,9,7,2,31-40
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3.0,Male,3,3,Healthcare Representative,1.0,Married,69490,1.0,Y,14,3,8,1,10.0,2,2.0,9,1,4,41-50
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,2.0,Male,3,3,Research Scientist,1.0,Married,106090,2.0,Y,17,3,8,1,10.0,2,3.0,7,7,7,31-40
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,4.0,Male,3,4,Research Scientist,1.0,Divorced,44470,1.0,Y,13,3,8,0,7.0,4,3.0,7,0,7,21-30
35,No,Travel_Rarely,Research & Development,2,3,Medical,1,2.0,Female,2,2,Sales Executive,1.0,Married,21570,1.0,Y,25,4,8,0,16.0,1,3.0,16,1,10,31-40
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2.0,Male,3,3,Manufacturing Director,1.0,Divorced,46010,0.0,Y,15,3,8,2,6.0,2,2.0,5,0,0,21-30
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,3.0,Female,3,1,Laboratory Technician,4.0,Single,170990,1.0,Y,14,3,8,1,3.0,2,3.0,2,2,2,21-30
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,2.0,Male,2,1,Research Director,4.0,Single,24790,1.0,Y,12,3,8,1,0.0,2,4.0,0,0,0,10-20
47,No,Travel_Rarely,Research & Development,25,4,Medical,1,4.0,Male,2,2,Research Scientist,3.0,Married,148520,3.0,Y,19,3,8,3,27.0,3,3.0,5,1,0,41-50
39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3.0,Male,3,1,Laboratory Technician,3.0,Divorced,72640,0.0,Y,17,3,8,0,11.0,5,3.0,10,0,7,31-40
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,1.0,Male,3,1,Laboratory Technician,3.0,Married,56660,1.0,Y,14,3,8,1,18.0,2,3.0,18,14,12,31-40
35,No,Non-Travel,Research & Development,29,3,Medical,1,3.0,Female,3,2,Sales Executive,3.0,Married,78230,1.0,Y,13,3,8,1,15.0,3,3.0,14,2,9,31-40
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,3.0,Male,4,1,Laboratory Technician,3.0,Married,78800,3.0,Y,12,3,8,1,9.0,2,2.0,4,0,2,31-40
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,1.0,Female,3,2,Manager,3.0,Single,131940,0.0,Y,11,3,8,0,10.0,2,1.0,9,3,8,31-40
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,4.0,Female,2,2,Laboratory Technician,4.0,Divorced,50670,1.0,Y,11,3,8,2,10.0,3,3.0,10,3,9,41-50
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4.0,Female,3,3,Sales Executive,3.0,Married,50790,3.0,Y,11,3,8,0,10.0,3,4.0,5,0,2,31-40
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4.0,Male,3,3,Healthcare Representative,1.0,Married,23210,9.0,Y,12,3,8,1,15.0,0,3.0,13,6,0,31-40
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,2.0,Female,3,2,Healthcare Representative,2.0,Married,174440,1.0,Y,14,3,8,0,8.0,4,1.0,8,7,7,31-40
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,3.0,Female,2,2,Healthcare Representative,4.0,Single,24040,6.0,Y,17,3,8,0,18.0,2,2.0,4,3,3,31-40
44,No,Travel_Frequently,Sales,2,2,Marketing,1,1.0,Male,2,1,Laboratory Technician,4.0,Married,34520,4.0,Y,11,3,8,1,14.0,2,3.0,10,0,2,41-50
48,No,Travel_Frequently,Sales,10,4,Marketing,1,3.0,Female,3,3,Manager,4.0,Married,22700,2.0,Y,14,3,8,3,23.0,2,3.0,2,2,2,41-50
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1.0,Male,1,2,Manager,4.0,Divorced,173990,6.0,Y,12,3,8,0,7.0,3,2.0,2,2,2,31-40
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,1.0,Male,3,2,Research Scientist,4.0,Single,54880,1.0,Y,22,4,8,1,6.0,6,3.0,6,1,3,21-30
27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,2.0,Male,1,3,Sales Executive,3.0,Married,194190,7.0,Y,14,3,8,1,5.0,2,3.0,3,0,2,21-30
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,4.0,Male,3,1,Research Scientist,4.0,Single,28110,2.0,Y,20,4,8,0,6.0,3,2.0,4,1,2,21-30
40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,1.0,Male,3,1,Research Director,1.0,Single,36330,3.0,Y,16,3,8,2,10.0,0,1.0,4,0,3,31-40
29,No,Travel_Rarely,Research & Development,20,1,Medical,1,3.0,Female,2,2,Manager,3.0,Single,41630,9.0,Y,15,3,8,1,8.0,4,3.0,5,1,4,21-30
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2.0,Female,2,3,Sales Executive,1.0,Married,21320,4.0,Y,20,4,8,0,9.0,1,3.0,3,0,2,31-40
25,No,Travel_Frequently,Sales,5,1,Marketing,1,4.0,Male,2,4,Manufacturing Director,3.0,Divorced,139730,1.0,Y,14,3,8,0,7.0,3,3.0,7,0,7,21-30
